id,location,bathrooms,bedrooms,parking,size,agent,price
1996,Bo Kaap,1.0,2.0,,94,RE/MAX Living,2 990 000
1997,Mowbray,2.5,3.0,2.0,535,Engel & Volkers Atlantic Seaboard & City Bowl,3 900 000
1998,Claremont Upper,2.0,3.0,2.0,475,Greeff Christie's International Real Estate - Southern Suburbs,7 950 000
1999,Diep River,2.0,3.0,2.0,451,Jawitz Constantia,2 700 000
2000,Pinelands,2.0,3.0,4.0,282,Pam Golding Properties - Southern Suburbs,2 250 000
2001,Bishopscourt Village,2.0,3.0,1.0,450,Rawson Properties Constantia,5 200 000
2002,Bantry Bay,3.0,3.0,4.0,708,Seeff Sea Point - Sales,22 995 000
2003,Claremont Upper,2.0,3.0,2.0,475,Greeff Christie's International Real Estate - Southern Suburbs,7 950 000
2004,Pelican Park,2.0,3.0,1.0,,RE/MAX Impact,1 495 000
2005,Kenilworth Upper,5.0,6.0,2.0,1066,Signature Real Estate,8 590 000
2006,Constantia,2.0,3.0,12.0,8890,Sotheby's International Realty - Tokai,15 000 000
2007,Belhar,1.0,3.0,1.0,332,We Trade Property - Northern Suburbs,750 000
2008,Constantia,5.0,4.0,4.0,4006,Knight Frank,45 000 000
2009,Constantia,5.0,4.0,6.0,2018,Greeff Christie's International Real Estate - Southern Suburbs,6 790 000
2010,De Waterkant,2.0,2.0,,66,Dogon Group Sea Point - Head Office,6 325 000
2011,Fairways,2.0,3.0,,500,Keller Williams Explore Properties,1 903 500
2012,Fresnaye,5.0,4.0,2.0,476,Seeff Sea Point - Sales,29 950 000
2013,Heathfield,1.0,2.0,2.0,160,Pam Golding Properties - South Eastern Suburbs,1 350 000
2014,Green Point,3.0,3.0,2.0,,RE/MAX Living,7 500 000
2015,Bergvliet,2.5,3.0,4.0,981,Pam Golding Properties - Southern Suburbs,3 600 000
2016,Rondebosch,1.0,2.0,2.0,140,Pam Golding Properties - Southern Suburbs,1 995 000
2017,Heathfield,1.0,2.0,2.0,160,Pam Golding Properties - South Eastern Suburbs,1 350 000
2018,Green Point,3.0,3.0,2.0,,RE/MAX Living,7 500 000
2019,Bergvliet,2.5,3.0,4.0,981,Pam Golding Properties - Southern Suburbs,3 600 000
2020,Rondebosch,1.0,2.0,2.0,140,Pam Golding Properties - Southern Suburbs,1 995 000
2021,Camps Bay,4.5,4.0,4.0,495,Chas Everitt Atlantic Seaboard and City Bowl,11 400 000
2022,Newlands,3.0,4.0,4.0,619,Sale,5 490 000
2023,Newlands,3.5,5.0,,810,RE/MAX Living,5 900 000
2024,Camps Bay,5.5,5.0,2.0,809,Pam Golding Properties - Camps Bay,21 995 000
2025,Mowbray,1.0,2.0,,,"RE/MAX, Property Associates - Pinelands",2 300 000
2026,Retreat,1.0,2.0,,,,580 000
2027,Constantia,2.0,4.0,2.0,2203,Blue Chip Properties,9 500 000
2028,Constantia,3.0,4.0,2.0,1355,Sotheby's International Realty - Tokai,16 600 000
2029,Plumstead,1.0,2.0,1.0,172,Greeff Christie's International Real Estate - Southern Suburbs,1 750 000
2030,Constantia,4.0,6.0,3.0,8190,Blue Chip Properties,28 000 000
2031,Bishopscourt,2.5,4.0,8.0,3745,Seeff Southern Suburbs,14 500 000
2032,Bonteheuwel,2.0,3.0,1.0,,RE/MAX In Motion (Mitchells Plain),599 000
2033,Sea Point,3.0,4.0,2.0,231,Seeff Sea Point - Sales,5 295 000
2034,Bonteheuwel,1.0,3.0,3.0,105,Erf Size,539 000
2035,Muizenberg,1.0,2.0,1.0,,Eazi Real Estate,1 150 000
2036,Plumstead,4.0,6.0,5.0,993,Pam Golding Properties - Southern Suburbs,4 850 000
2037,Plumstead,1.0,2.0,1.0,172,Greeff Christie's International Real Estate - Southern Suburbs,1 750 000
2038,Claremont,2.0,3.0,1.0,335,CARADOC | CAPE PROPERTY SPECIALISTS,2 950 000
2039,Sea Point,3.0,3.0,2.0,478,Knight Frank,15 000 000
2040,Camps Bay,3.0,4.0,1.0,284,Seeff Camps Bay - Sales,14 900 000
2041,Oranjezicht,5.0,5.0,4.0,919,"Kapstadt International Properties cc, Gardens",23 900 000
2042,Oranjezicht,5.0,9.0,4.0,668,Jawitz Atlantic Seaboard,12 300 000
2043,Bonteheuwel,1.0,4.0,,,NMKM Properties Group,650 000
2044,Rondebosch,2.0,3.0,3.0,340,Link Property People,4 490 000
2045,Plumstead,2.0,3.0,4.0,458,Erf Size,2 699 000
2046,Constantia,2.5,3.0,3.0,217,Blue Chip Properties,3 650 000
2047,Woodstock,2.0,3.0,2.0,273,Jawitz Atlantic Seaboard,3 395 000
2048,Marina Da Gama,2.0,3.0,2.0,544,Pam Golding Properties - Muizenberg,3 600 000
2049,Newlands,5.0,4.0,1.0,,Jawitz Constantia,4 900 000
2050,Claremont,2.0,3.0,3.0,536,Pam Golding Properties - Southern Suburbs,3 850 000
2051,Maitland,,,,,Momentum International Realty - Central,1 700 000
2052,Fresnaye,3.5,4.0,3.0,476,RE/MAX Living,13 900 000
2053,Newlands,2.0,4.0,,1202,Keller Williams Eden,7 450 000
2054,Claremont Upper,3.0,3.0,3.0,507,Knight Frank,8 999 000
2055,Woodstock,1.0,3.0,,308,Jawitz Atlantic Seaboard,3 750 000
2056,Constantia,3.5,4.0,5.0,1650,Pam Golding Properties - Southern Suburbs,5 950 000
2057,Green Point,3.0,3.0,,269,Seeff Sea Point - Sales,4 795 000
2058,Maitland,,,,,Momentum International Realty - Central,1 700 000
2059,Claremont Upper,4.0,4.0,6.0,649,Pam Golding Properties - Southern Suburbs,14 995 000
2060,Silvertree Estate,3.0,4.0,4.0,726,Chas Everitt Cape Town South,7 100 000
2061,Rondebosch,2.0,3.0,2.0,206,Seeff Southern Suburbs,3 150 000
2062,Rondebosch,5.0,4.0,2.0,991,Link Property People,7 700 000
2063,Woodstock,4.0,8.0,1.0,350,Tyson Properties Atlantic Seaboard,3 200 000
2064,Oranjezicht,3.0,3.0,4.0,505,Chas Everitt Cape Town North,8 500 000
2065,Constantia,7.0,7.0,3.0,7555,Pam Golding Properties - Southern Suburbs,49 000 000
2066,Llandudno,2.0,3.0,,600,Pam Golding Properties - Hout Bay,12 000 000
2067,Woodstock,2.0,5.0,1.0,175,Percipient Properties,2 495 000
2068,Three Anchor Bay,1.0,3.0,1.0,330,Tyson Properties Atlantic Seaboard,5 490 000
2069,Claremont Upper,4.0,4.0,6.0,649,Pam Golding Properties - Southern Suburbs,14 995 000
2070,Observatory,1.0,2.0,,147,Erf Size,2 150 000
2071,Bergvliet,2.0,3.0,4.0,337,Vineyard Estates,4 000 000
2072,Ndabeni,3.0,5.0,15.0,765,Property.CoZa - Atlantic Seaboard,3 795 000
2073,Fresnaye,5.5,5.0,4.0,614,Dogon Group Sea Point - Head Office,57 000 000
2074,Fresnaye,5.0,4.0,4.0,,Live Real Estate,47 500 000
2075,Wynberg Upper,3.0,5.0,6.0,781,Pam Golding Properties - Southern Suburbs,6 900 000
2076,Vredehoek,2.0,4.0,3.0,373,"Kapstadt International Properties cc, Gardens",6 995 000
2077,Newlands,3.0,3.0,2.0,582,Greeff Christie's International Real Estate - Southern Suburbs,7 300 000
2078,Fresnaye,4.0,5.0,2.0,445,Lance Real Estate,15 950 000
2079,Kenilworth Upper,5.0,5.0,3.0,826,Seeff Southern Suburbs,7 950 000
