id,location,bathrooms,bedrooms,parking,size,agent,price
348,Kenilworth,1.0,2.0,,202,"RE/MAX, Premier - Claremont",2050000
349,Fresnaye,4.5,4.0,4.0,448,Lance Real Estate,26950000
350,Constantia,5.5,5.0,3.0,4000,Hamiltons Property Portfolio - Cape Town,25900000
351,Tokai,3.0,4.0,5.0,1155,"RE/MAX, Premier - Claremont",5000000
352,Observatory,2.0,3.0,2.0,,Tyson Properties Southern Suburbs,3395000
353,Rondebosch,2.0,3.0,4.0,311,Rawson Properties Claremont,3295000
354,Pinelands,2.0,3.0,6.0,833,Pam Golding Properties - Southern Suburbs,3750000
355,Kenilworth Upper,9.0,11.0,8.0,1249,Keller Williams Eden,9600000
356,Kirstenhof,4.0,4.0,1.0,854,Rawson Properties Constantia,3995000
357,Tokai,2.0,3.0,5.0,244,Seeff Southern Suburbs,2450000
358,Woodstock,2.0,2.0,2.0,193,"RE/MAX, Premier - Claremont",2995000
359,Constantia,2.0,3.0,2.0,356,Sotheby's International Realty - Tokai,5800000
360,Kenwyn,2.0,4.0,5.0,689,"RE/MAX, Premier - Claremont",2995000
361,Lakeside,2.0,3.0,2.0,684,Sale,2820000
362,Lotus River,2.5,5.0,4.0,317,Greeff Christie's International Real Estate - Southern Suburbs,1495000
363,Newlands,2.0,3.0,4.0,991,Rawson Properties Constantia,10500000
364,Steenberg Golf Estate,4.5,4.0,4.0,1190,Steenberg Property Sales,16500000
365,Claremont,4.0,5.0,3.0,495,Realtor of Excellence,3950000
366,Wynberg Upper,1.0,1.0,1.0,136,Currin Property Group,2750000
367,Rondebosch,2.0,3.0,2.0,450,Pam Golding Properties - Southern Suburbs,4850000
368,Constantia,4.0,4.0,2.0,1463,Sotheby's International Realty - Tokai,10500000
369,University Estate,7.0,8.0,2.0,420,"LRE Group, Rondebosch",9500000
370,Kenilworth,2.5,3.0,2.0,,Heads Residential Property,2850000
371,Oranjezicht,3.0,4.0,2.0,538,Knight Frank,10350000
372,Rondebosch,3.0,4.0,3.0,696,Seeff Southern Suburbs,6500000
373,Claremont Upper,2.0,3.0,4.0,213,Seeff Southern Suburbs,4800000
374,Walmer Estate,3.0,3.0,4.0,402,Olive Properties,6995000
375,Constantia,4.0,4.0,2.0,1463,Sotheby's International Realty - Tokai,10500000
376,Penlyn Estate,1.0,3.0,10.0,585,"RE/MAX, Premier - Claremont",2250000
377,Llandudno,6.0,6.0,4.0,991,Pam Golding Properties - Hout Bay,POA
378,Steenberg Golf Estate,3.5,4.0,4.0,838,Dogon Group Southern Suburbs,19995000
379,Lakeside,2.0,3.0,4.0,640,Pam Golding Properties - Southern Suburbs,3395000
380,Kenilworth,1.0,1.0,,137,Alexo Property Brokers,1950000
381,Claremont Upper,3.0,4.0,3.0,878,Pam Golding Properties - Southern Suburbs,9950000
382,Athlone,2.0,3.0,2.0,252,Sale,1470000
383,Southfield,2.0,3.0,1.0,202,Icon Properties,1395000
384,Rondebosch,4.0,4.0,2.0,735,Rubicon Real Estate Western Cape,5999999
385,Newlands,2.0,3.0,2.0,235,Tyson Properties Southern Suburbs,5450000
386,Kenwyn,1.0,3.0,4.0,633,"RE/MAX, Premier - Claremont",1995000
387,Zonnebloem,1.0,3.0,2.0,217,RE/MAX Living,3100000
388,Kenilworth,1.0,1.0,,137,Alexo Property Brokers,1950000
389,Woodstock,2.0,7.0,,198,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",2495000
390,Woodstock,2.0,2.0,1.0,167,Seeff Southern Suburbs,2295000
391,Stonehurst Mountain Estate,3.5,4.0,7.0,439,"RE/MAX, Premier - Claremont",7995000
392,Stonehurst Mountain Estate,4.5,4.0,6.0,844,Chas Everitt Cape Town South,9450000
393,Kirstenhof,2.0,3.0,4.0,712,Seeff Southern Suburbs,3495000
394,Observatory,1.0,3.0,1.0,258,Property.CoZa - Atlantic Seaboard,2150000
395,Claremont,2.5,3.0,2.0,526,Link Property People,5000000
396,Higgovale,3.5,4.0,2.0,534,Dogon Group Sea Point - Head Office,11250000
