id,location,bathrooms,bedrooms,parking,size,agent,price
1436,Kenilworth Upper,8.0,8.0,13.0,2825,Chas Everitt Cape Town South,20000000
1437,Woodstock,1.0,3.0,,91,Evolution Properties,1585000
1438,Kirstenhof,3.0,4.0,6.0,731,Sotheby's International Realty - Tokai,4500000
1439,Pelican Park,,2.0,1.0,206,We Trade Property - Northern Suburbs,795000
1440,Kenilworth Upper,3.0,4.0,2.0,698,Rawson Properties Constantia,7950000
1441,Oranjezicht,2.0,3.0,1.0,241,RE/MAX Living,6950000
1442,Lavender Hill,1.0,4.0,,226,"RE/MAX, Property Associates - Pinelands",650000
1443,Kenilworth Upper,6.5,6.0,9.0,2498,Dogon Group Southern Suburbs,18750000
1444,Tamboerskloof,7.0,7.0,2.0,620,RE/MAX Property Associates - Brackenfell,14350000
1445,Constantia,4.5,7.0,2.0,1552,Jawitz Constantia,7995000
1446,Vredehoek,2.0,3.0,2.0,208,Jawitz Atlantic Seaboard,3595000
1447,Higgovale,6.5,5.0,4.0,915,Tyson Properties Atlantic Seaboard,38000000
1448,Southfield,2.0,6.0,5.0,576,Erf Size,2450000
1449,Fresnaye,2.0,3.0,,160,Tyson Properties Atlantic Seaboard,6700000
1450,Rylands,3.5,5.0,3.0,1327,Jawitz South East Suburbs,4450000
1451,Woodstock,2.0,6.0,,,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",2350000
1452,Woodstock,2.0,5.0,,,Lionlead Real Estate,2250000
1453,Observatory,1.0,1.0,,128,Tyson Properties Atlantic Seaboard,2350000
1454,Newlands,3.5,5.0,2.0,743,Greeff Christie's International Real Estate - Southern Suburbs,11500000
1455,Woodstock,1.0,3.0,2.0,163,Alexo Property Brokers,1650000
1456,Mowbray,4.0,9.0,6.0,739,Greeff Christie's International Real Estate - Southern Suburbs,4800000
1457,Observatory,1.0,2.0,1.0,130,Property.CoZa - Atlantic Seaboard,1850000
1458,Belhar,2.0,3.0,1.0,,We Trade Property - Northern Suburbs,980000
1459,Constantia,4.5,7.0,6.0,1552,Blue Chip Properties,7995000
1460,Salt River,2.0,2.0,,118,Tyson Properties Atlantic Seaboard,2350000
1461,Stonehurst Mountain Estate,4.5,4.0,6.0,562,Seeff False Bay - Muizenberg,8750000
1462,Rondebosch,2.0,4.0,4.0,406,Keller Williams Clockwork,3950000
1463,Ottery,2.0,3.0,1.0,425,Rawson Properties Rawson Auctions Western Cape,1900000
1464,Stonehurst Mountain Estate,4.5,4.0,6.0,562,Seeff False Bay - Muizenberg,8750000
1465,Bridgetown,2.0,4.0,1.0,356,Erf Size,1550000
1466,Constantia,3.0,4.0,8.0,2221,Brooks and Michaels,9990000
1467,Harfield Village,2.0,3.0,3.0,352,"RE/MAX, Premier - Claremont",2750000
1468,Claremont Upper,3.0,4.0,4.0,1998,Dogon Group Southern Suburbs,16500000
1469,Rondebosch,1.0,2.0,2.0,294,ClareMart Auction Group,POA
1470,Surrey Estate,2.0,5.0,6.0,,,1800000
1471,Walmer Estate,1.0,2.0,,,Lionlead Real Estate,1880000
1472,Claremont,7.0,8.0,8.0,832,Eazi Real Estate,6850000
1473,Athlone,2.0,4.0,1.0,595,RE/MAX In Motion (Mitchells Plain),2299000
1474,Woodstock,1.0,2.0,1.0,,Sale,2000000
1475,Observatory,2.0,6.0,2.0,301,Rawson Properties Constantia,2700000
1476,Crawford,12.0,10.0,10.0,986,Jawitz South East Suburbs,POA
1477,Fresnaye,4.5,4.0,5.0,723,Law Real Estate,95000000
1478,Kenwyn,4.0,5.0,,595,Property.CoZa - Atlantic Seaboard,3900000
1479,Pelican Park,1.0,2.0,,58,Rawson Properties Strandfontein,535000
1480,Observatory,2.0,4.0,4.0,357,Rawson Properties Constantia,2900000
1481,Wynberg Upper,2.5,3.0,3.0,223,Hardie Property,2450000
1482,Newlands,1.0,2.0,1.0,200,Pam Sorel Properties,3700000
1483,Silvertown,2.0,4.0,5.0,,Rawson Properties Ottery,1995000
1484,Fresnaye,4.0,4.0,3.0,898,Robshaw Property Group,32000000
1485,Plumstead,2.0,3.0,4.0,496,"RE/MAX, Premier - Claremont",3295000
1486,Constantia,3.5,5.0,6.0,1499,Pam Golding Properties - Southern Suburbs,8495000
1487,Camps Bay,4.0,4.0,3.0,825,Pam Golding Properties - Camps Bay,15950000
1488,Bonteheuwel,1.0,2.0,,121,RE/MAX Living,595000
1489,Constantia,4.0,4.0,4.0,1655,Blue Chip Properties,13995000
1490,Constantia,4.0,4.0,4.0,1655,Blue Chip Properties,13995000
1491,Maitland,1.0,2.0,,156,ClareMart Auction Group,POA
1492,Walmer Estate,1.0,2.0,2.0,157,RE/MAX Living,2750000
1493,Kenilworth Upper,4.0,4.0,4.0,1394,Seeff Southern Suburbs,7450000
1494,Rondebosch,3.0,3.0,2.0,464,Seeff Southern Suburbs,5200000
1495,Nyanga,2.0,2.0,1.0,275,FPS Properties,580000
1496,Wynberg,3.5,5.0,4.0,605,Robshaw Property Group,4200000
1497,Plumstead,2.0,4.0,2.0,520,Chas Everitt Cape Town South,2450000
1498,Maitland,1.0,1.0,1.0,,Pam Golding Properties - Goodwood / Athlone / Belhar,495000
1499,Bishop Lavis,1.0,3.0,2.0,400,Realty Atlas,1095000
1500,Camps Bay,3.0,4.0,2.0,1041,Pam Golding Properties - Camps Bay,19995000
1501,Camps Bay,2.0,3.0,2.0,926,Pam Golding Properties - Camps Bay,14995000
1502,Lansdowne,1.0,4.0,3.0,,,2300000
1503,Constantia,3.0,5.0,8.0,1299,Pam Golding Properties - Southern Suburbs,4850000
1504,Woodstock,1.0,2.0,,125,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",1950000
1505,Bakoven,5.0,7.0,4.0,1082,Pam Golding Properties - Camps Bay,35000000
1506,Bergvliet,3.0,3.0,2.0,,,3950000
1507,Diep River,2.0,2.0,4.0,451,"RE/MAX, Premier - Claremont",2995000
1508,Meadowridge,2.0,4.0,3.0,787,Fine & Country - Associates,3895000
1509,Pinelands,2.0,3.0,2.0,773,Sotheby's International Realty - Claremont,3999000
1510,Nyanga,2.0,2.0,1.0,275,FPS Properties,580000
1511,Marina Da Gama,2.0,3.0,2.0,564,Keller Williams Explore Properties,2650000
1512,Claremont,2.0,3.0,4.0,325,Seeff Southern Suburbs,4795000
1513,Pelican Park,1.0,2.0,,83,Theron Property Group,460000
1514,Fresnaye,2.0,3.0,4.0,787,Engel & Volkers Camps Bay,16500000
1515,Constantia,6.0,6.0,6.0,9490,"RE/MAX, Property Associates - Pinelands",POA
1516,Newlands,3.0,3.0,2.0,148,Chas Everitt Cape Town South,6900000
1517,Observatory,1.0,2.0,,115,Tyson Properties Atlantic Seaboard,2300000
1518,Observatory,1.0,3.0,,149,Erf Size,1900000
1519,Rondebosch,3.0,4.0,6.0,940,Imagine Properties,6795000
1520,Constantia,5.5,5.0,2.0,875,Greeff Christie's International Real Estate - Southern Suburbs,11950000
1521,Kalk Bay,2.0,3.0,,199,"RE/MAX, Premier - Claremont",4800000
1522,Muizenberg,9.0,11.0,11.0,875,"CCH Properties, Western Cape and South Africa",7850000
1523,Tamboerskloof,7.0,6.0,1.0,408,"RE/MAX, Premier - Claremont",8700000
1524,Lansdowne,3.0,4.0,1.0,495,Momentum International Realty - Central,2225000
1525,Seawinds,1.0,2.0,2.0,176,Omega Real Estate,695000
1526,Costa Da Gama,2.0,3.0,3.0,208,Seeff False Bay - Muizenberg,1450000
1527,Kenilworth,2.0,3.0,4.0,790,Pam Golding Properties - Southern Suburbs,3500000
1528,Plumstead,1.5,4.0,3.0,493,Heads Residential Property,2895000
1529,Muizenberg,1.0,2.0,2.0,149,Pam Golding Properties - Muizenberg,1350000
1530,Constantia,3.0,4.0,2.0,5392,Rawson Properties Constantia,18000000
1531,Woodstock,1.0,2.0,1.0,149,Leadhome,1799900
1532,Fresnaye,2.0,3.0,4.0,787,Engel & Volkers Camps Bay,16500000
1533,Muizenberg,2.0,3.0,,,Keller Williams Explore Properties,1850600
1534,Wynberg Upper,2.0,2.0,2.0,454,Dogon Group Southern Suburbs,2250000
1535,Salt River,1.0,2.0,1.0,152,Eazi Real Estate,1300000
1536,Newlands,3.5,3.0,3.0,288,Rawson Properties Claremont,4700000
1537,Wynberg Upper,1.0,2.0,2.0,216,"RE/MAX, Premier - Claremont",2395000
1538,Claremont Upper,3.0,3.0,2.0,496,Knight Frank,6995000
1539,Oranjezicht,4.0,4.0,3.0,670,"Kapstadt International Properties cc, Gardens",15900000
1540,Wynberg,2.5,4.0,1.0,245,Greeff Christie's International Real Estate - Southern Suburbs,1795000
1541,Bergvliet,2.0,4.0,4.0,561,Fine & Country - Associates,3895000
1542,Newlands,3.5,3.0,3.0,288,Rawson Properties Claremont,4700000
1543,Newlands,2.0,3.0,1.0,108,Pam Golding Properties - Southern Suburbs,3800000
1544,Claremont,2.0,3.0,2.0,229,Ikapa Properties,3495000
1545,Clifton,4.0,4.0,,180,The Cape Town Real Estate Company,POA
1546,Oranjezicht,2.0,2.0,,168,Jawitz Atlantic Seaboard,3995000
1547,Observatory,2.0,5.0,1.0,392,Tyson Properties Atlantic Seaboard,3250000
1548,Claremont Upper,5.5,5.0,3.0,743,Dogon Group Southern Suburbs,13950000
1549,Constantia,3.0,5.0,6.0,1539,Fine & Country - Associates,6500000
1550,Constantia,3.0,5.0,3.0,1170,Fine & Country - Associates,8900000
1551,Woodstock,1.0,3.0,,157,Chas Everitt Atlantic Seaboard and City Bowl,2490000
1552,Stonehurst Mountain Estate,5.0,4.0,1.0,1029,Stonehurst Properties,9700000
1553,Woodstock,1.0,2.0,1.0,144,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",3695000
1554,Observatory,1.0,3.0,,111,Michelle Thomas Properties,1790000
1555,Zonnebloem,1.0,3.0,1.0,81,Erf Size,2195000
1556,Kirstenhof,2.0,3.0,3.0,756,Lola Kramer Properties,3495000
1557,Muizenberg,1.0,2.0,2.0,150,FinServe Property,1400000
1558,Wynberg,1.0,3.0,1.0,,RE/MAX Impact,1480000
1559,Constantia,2.0,5.0,,9453,Sotheby's International Realty - Tokai,19900000
1560,Pelican Park,3.0,5.0,6.0,,RE/MAX Impact,1190000
1561,Bishopscourt Village,2.0,3.0,2.0,535,Pam Golding Properties - Southern Suburbs,5200000
1562,Muizenberg,1.0,2.0,2.0,150,FinServe Property,1400000
1563,Green Point,3.0,3.0,,212,Percipient Properties,4950000
1564,Vredehoek,4.0,6.0,4.0,251,NS Property Solutions,6990000
1565,Plumstead,3.5,6.0,3.0,808,Sotheby's International Realty - Claremont,3700000
1566,Mowbray,3.0,4.0,4.0,524,Pam Golding Properties - Southern Suburbs,3400000
1567,Woodstock,2.0,3.0,1.0,133,Olive Properties,2995000
1568,Marina Da Gama,4.5,5.0,4.0,640,Tyson Properties Southern Suburbs,3950000
1569,Tokai,2.5,2.0,,,Sotheby's International Realty - Tokai,8500000
1570,Lotus River,1.0,4.0,5.0,539,Chas Everitt Cape Town South,1450000
1571,Observatory,1.0,3.0,2.0,,Accommodation Warehouse International,2950000
1572,Mowbray,2.5,5.0,4.0,327,Pam Golding Properties - Southern Suburbs,2700000
1573,Pinelands,2.0,5.0,6.0,818,Harcourts Maynard Burgoyne,4995000
1574,Kalk Bay,,2.0,2.0,122,Pam Golding Properties - Southern Peninsula,6850000
1575,Constantia,4.5,4.0,2.0,2000,Greeff Christie's International Real Estate - Southern Suburbs,23950000
1576,Camps Bay,3.0,4.0,3.0,552,Seeff Camps Bay - Sales,8950000
1577,Three Anchor Bay,2.0,3.0,,125,Rawson Properties Atlantic,4395000
1578,Valhalla Park,1.0,3.0,,131,RE/MAX In Motion (Mitchells Plain),349000
1579,Pinelands,2.0,4.0,2.0,1050,Knight Frank,3950000
1580,Constantia,2.0,5.0,2.0,1355,Blue Chip Properties,11500000
1581,Constantia,4.0,6.0,2.0,3395,Greeff Christie's International Real Estate - Southern Suburbs,9500000
1582,Sea Point,3.0,5.0,4.0,182,RE/MAX Living,5900000
1583,Thornton,2.0,3.0,4.0,603,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",2049000
1584,Marina Da Gama,2.0,3.0,2.0,309,RE/MAX Elite,1650000
1585,Claremont Upper,2.0,3.0,,175,Seeff Southern Suburbs,2795000
1586,Camps Bay,4.0,4.0,4.0,,Lionlead Real Estate,29900000
1587,Kenilworth,1.0,2.0,2.0,225,"RE/MAX, Premier - Claremont",1995000
1588,Woodstock,1.0,3.0,,189,Evolution Properties,1595000
1589,Claremont,1.0,2.0,2.0,259,"RE/MAX, Premier - Claremont",2799000
1590,Kirstenhof,2.0,3.0,7.0,949,Seeff Southern Suburbs,3650000
1591,Fresnaye,3.0,4.0,3.0,430,RE/MAX Living,13995000
1592,Kenilworth,2.0,3.0,2.0,108,Rawson Properties Constantia,1995000
1593,Kirstenhof,3.0,4.0,6.0,598,Keller Williams Eden,2985000
1594,Pinelands,2.0,3.0,1.0,349,"RE/MAX, Property Associates - Pinelands",2850000
1595,Camps Bay,4.5,6.0,6.0,805,Dogon Group Sea Point - Head Office,40250000
1596,Kirstenhof,3.0,4.0,6.0,598,Keller Williams Eden,2985000
1597,Wynberg Upper,1.0,2.0,1.0,178,Rawson Properties Constantia,2790000
1598,Marina Da Gama,1.0,3.0,2.0,217,Cape Coastal Property Group - Fish Hoek,1500000
1599,Constantia,4.0,4.0,2.0,650,Rezprop,13995000
1600,Grassy Park,3.0,9.0,2.0,488,RE/MAX In Motion (Mitchells Plain),1695000
1601,Rosebank,2.0,4.0,3.0,490,Greeff Christie's International Real Estate - Southern Suburbs,4950000
1602,Fresnaye,5.0,5.0,5.0,633,Pam Golding Properties - Atlantic Seaboard,29995000
1603,Muizenberg,1.0,2.0,1.0,248,RE/MAX In Motion (Mitchells Plain),1395000
1604,Newlands,2.0,3.0,1.0,,Chas Everitt Cape Town South,3200000
1605,Camps Bay,2.0,3.0,2.0,668,RE/MAX Living,8995000
1606,Belhar,1.0,2.0,1.0,,We Trade Property - Northern Suburbs,700000
1607,Tamboerskloof,4.0,4.0,1.0,314,Pam Golding Properties - City Bowl,7995000
1608,Pinelands,3.0,3.0,1.0,725,Evolution Properties,3900000
1609,Constantia Hill Estate,3.0,3.0,6.0,1614,Rawson Properties Constantia,6900000
1610,Tamboerskloof,4.0,4.0,2.0,496,RE/MAX Living,16900000
1611,Newlands,2.0,3.0,1.0,,Chas Everitt Cape Town South,3200000
1612,Constantia,6.0,6.0,12.0,4032,Hardie Property,39500000
1613,Woodstock,2.0,2.0,,152,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",3250000
1614,Kenilworth Upper,2.0,3.0,2.0,243,Keller Williams Eden,5900000
1615,Belhar,1.0,3.0,,,Harcourts House of Real Estate,1695000
1616,Marina Da Gama,2.0,3.0,2.0,629,Sotheby's International Realty - South Peninsula,3500000
1617,Grassy Park,1.0,2.0,2.0,,RE/MAX In Motion (Mitchells Plain),1295000
1618,Gardens,1.0,3.0,,560,Tyson Properties Atlantic Seaboard,6450000
1619,Wynberg,2.0,3.0,,240,Keller Williams Explore Properties,1650000
1620,Marina Da Gama,3.0,3.0,3.0,650,Latsky Properties,2450000
1621,Constantia,4.5,4.0,8.0,1665,Sotheby's International Realty - Tokai,6495000
1622,Constantia,4.0,4.0,4.0,1365,Fine & Country - Associates,5450000
1623,Plumstead,6.0,6.0,10.0,1345,Jawitz Constantia,6500000
1624,Gardens,1.0,2.0,1.0,181,RE/MAX Living,4450000
1625,Constantia,4.0,4.0,4.0,1365,Fine & Country - Associates,5450000
1626,Woodstock,2.0,5.0,,,,13000000
1627,Constantia,3.0,5.0,2.0,873,Pam Golding Properties - Southern Suburbs,4375000
1628,Constantia,2.0,4.0,9.0,8293,Pam Golding Properties - Southern Suburbs,15995000
1629,Bakoven,2.0,2.0,1.0,211,Hamiltons Property Portfolio - Cape Town,15995000
1630,Fresnaye,3.0,3.0,2.0,,,17385000
1631,Woodstock,2.0,3.0,,161,Evolution Properties,1895000
1632,Seawinds,1.0,3.0,4.0,240,Erf Size,795000
1633,Muizenberg,8.0,6.0,4.0,574,"RE/MAX, Premier - Claremont",5950000
1634,Vredehoek,5.0,7.0,5.0,541,Jawitz Atlantic Seaboard,7495000
1635,Constantia,6.5,7.0,10.0,3380,"RE/MAX, Property Associates - Pinelands",7850000
1636,Rondebosch,4.0,5.0,8.0,1331,Pam Golding Properties - Southern Suburbs,8400000
1637,Heathfield,1.0,3.0,2.0,,Greeff Christie's International Real Estate - Southern Suburbs,1495000
1638,Claremont Upper,3.0,4.0,1.0,405,RE/MAX Living,4900000
1639,Newlands,3.0,4.0,2.0,738,Sotheby's International Realty - Claremont,5600000
1640,Constantia,3.0,4.0,8.0,3283,Fine & Country - Associates,8995000
1641,Claremont Upper,4.0,5.0,2.0,732,Rawson Properties Constantia,7995000
1642,Woodstock,2.0,4.0,,127,Sale,2740000
1643,Constantia,7.0,6.0,4.0,4006,Sotheby's International Realty - Tokai,31500000
1644,Vredehoek,6.0,6.0,2.0,543,Omega Real Estate,7400000
1645,Pelican Park,2.0,4.0,3.0,300,Omega Real Estate,2250000
1646,Observatory,1.0,3.0,,223,Pam Golding Properties - Southern Suburbs,2150000
1647,Observatory,2.0,3.0,1.0,299,Erf Size,3650000
1648,Newlands,3.0,4.0,2.0,738,Sotheby's International Realty - Claremont,5600000
1649,Pelican Park,1.0,2.0,,,,430000
1650,Philippi East,1.0,3.0,,162,Jawitz South East Suburbs,350000
1651,Ottery,3.0,4.0,5.0,400,Greeff Christie's International Real Estate - Southern Suburbs,2390000
1652,Grassy Park,2.0,3.0,2.0,625,property4SALE,1795000
1653,Bergvliet,4.0,4.0,4.0,744,Seeff Southern Suburbs,4350000
1654,Rondebosch East,3.0,4.0,3.0,496,Diversity Real Estate,3600000
1655,Belle Constantia,3.0,5.0,15.0,2019,"LRE Group, Rondebosch",6650000
1656,Ottery,2.0,3.0,4.0,389,Jawitz South East Suburbs,1795000
1657,Clifton,4.0,4.0,,406,Lance Real Estate,14950000
1658,Claremont,2.0,3.0,,241,Keller Williams Explore Properties,2375000
1659,Tokai,3.0,4.0,5.0,912,RE/MAX Elite,3750000
1660,Woodstock,1.0,3.0,,168,Evolution Properties,1595000
1661,Gardens,1.0,3.0,,140,Steer International Properties,4650000
1662,Tokai,1.0,1.0,1.0,383,The Agency Property Group,3900000
1663,Ottery,1.0,3.0,1.0,615,Pam Golding Properties - South Eastern Suburbs,2095000
1664,Surrey Estate,3.0,4.0,,595,Jawitz South East Suburbs,2150000
1665,Plumstead,1.0,3.0,3.0,472,Jawitz Constantia,2250000
1666,Observatory,2.5,3.0,2.0,160,Dogon Group Sea Point - Head Office,3295000
1667,Harfield Village,,3.0,2.0,366,Percipient Properties,2645000
1668,Stonehurst Mountain Estate,3.0,4.0,2.0,1000,Chas Everitt Cape Town South,11500000
1669,Claremont,2.0,3.0,1.0,496,Rawson Properties Constantia,4500000
1670,Pelican Park,1.0,2.0,1.0,56,Omega Real Estate,579000
1671,Retreat,2.0,5.0,1.0,,Momentum International Realty - Central,1799000
1672,Steenberg Golf Estate,4.0,3.0,,1047,Chas Everitt Cape Town South,14995000
1673,Stonehurst Mountain Estate,3.0,3.0,1.0,198,Stonehurst Properties,4500000
1674,Newlands,3.0,3.0,4.0,350,RE/MAX Living,3950000
1675,Walmer Estate,2.0,3.0,6.0,740,Rawson Properties Claremont,4950000
1676,Muizenberg,2.0,3.0,1.0,285,Rawson Properties Muizenberg,2200000
1677,Camps Bay,3.5,4.0,1.0,,Marion Taylor Properties,8500000
1678,Observatory,2.5,3.0,2.0,160,Dogon Group Sea Point - Head Office,3295000
1679,Sea Point,,4.0,,250,Erf Size,5500000
1680,Pinelands,2.0,3.0,9.0,948,Harcourts Maynard Burgoyne,4695000
1681,Rosebank,2.5,3.0,2.0,133,Knight Frank,3295000
1682,Costa Da Gama,2.0,3.0,3.0,265,NDS Real Estate,1900000
1683,Constantia,3.0,3.0,4.0,422,Icon Properties,4995000
1684,Camps Bay,4.0,4.5,4.0,414,Seeff Camps Bay - Sales,59950000
1685,Observatory,1.0,2.0,,79,Evolution Properties,1395000
1686,Harfield Village,1.0,1.0,2.0,296,Heads Residential Property,2350000
1687,Observatory,1.0,2.0,,84,Tyson Properties Atlantic Seaboard,1500000
1688,Sea Point,2.0,2.0,1.0,210,Stonehurst Properties,5850000
1689,Observatory,1.0,2.0,,84,Tyson Properties Atlantic Seaboard,1500000
1690,Fresnaye,4.5,4.0,4.0,499,Seeff Sea Point - Sales,14495000
1691,Kirstenhof,2.0,3.0,1.0,725,"RE/MAX, Premier - Claremont",2990000
1692,Kenilworth Upper,2.0,3.0,5.0,545,Sotheby's International Realty - Claremont,3995000
1693,Sea Point,3.0,3.0,,148,RE/MAX Living,4990000
1694,Muizenberg,2.0,4.0,3.0,255,Engel & Volkers False Bay,2995000
1695,Bo Kaap,2.0,4.0,1.0,424,Erf Size,5300000
1696,Constantia,4.5,4.0,2.0,1359,Greeff Christie's International Real Estate - Southern Suburbs,9950000
1697,Observatory,1.0,2.0,3.0,123,Robshaw Property Group,2200000
1698,Heathfield,2.0,3.0,,151,RE/MAX In Motion (Mitchells Plain),1650000
1699,Constantia,5.0,6.0,6.0,3325,Tyson Properties Southern Suburbs,9000000
1700,Muizenberg,2.0,3.0,4.0,296,We Trade Property - Northern Suburbs,1850000
1701,Oranjezicht,5.5,4.0,4.0,595,"Kapstadt International Properties cc, Gardens",19800000
1702,Claremont,2.0,3.0,3.0,334,"RE/MAX, Premier - Claremont",2995000
1703,Constantia,4.0,4.0,5.0,1798,Blue Chip Properties,7295000
1704,Langa,2.0,4.0,1.0,,Chadlee Real Estate,850000
1705,Observatory,3.0,3.0,2.0,,We Trade Property - Western Seaboard,2495000
1706,Constantia,4.0,5.0,,1441,Blue Chip Properties,7750000
1707,Gardens,2.0,13.0,1.0,485,Omega Real Estate,10700000
1708,Claremont Upper,3.5,3.0,3.0,,Sotheby's International Realty - Claremont,7500000
1709,Llandudno,4.0,4.0,4.0,991,Atteridge Real Estate,17500000
1710,Newlands,3.5,3.0,6.0,199,Pam Golding Properties - Southern Suburbs,7450000
1711,Salt River,1.0,4.0,,,Lionlead Real Estate,1495000
1712,Claremont,,21.0,,,Michael James Organisation,POA
1713,Green Point,2.0,2.0,1.0,192,"Kapstadt International Properties cc, Gardens",5300000
1714,Newlands,3.0,3.0,2.0,265,Greeff Christie's International Real Estate - Southern Suburbs,8300000
1715,Woodstock,2.0,8.0,,366,Erf Size,3499000
1716,Steenberg Golf Estate,2.0,3.0,4.0,750,Steenberg Property Sales,15900000
1717,Higgovale,3.0,4.0,2.0,522,"Kapstadt International Properties cc, Gardens",7999000
1718,Camps Bay,4.5,4.0,4.0,495,Chas Everitt Atlantic Seaboard and City Bowl,28500000
1719,Woodstock,1.0,2.0,,145,Olive Properties,1895000
1720,Lansdowne,1.0,3.0,3.0,447,RE/MAX Impact,2400000
1721,Pinelands,3.0,4.0,2.0,838,Seeff Pinelands,3795000
1722,Woodstock,2.0,8.0,,366,Erf Size,3499000
1723,Lansdowne,1.0,3.0,3.0,447,RE/MAX Impact,2400000
1724,Pinelands,3.0,4.0,2.0,838,Seeff Pinelands,3795000
1725,Woodstock,2.0,8.0,,366,Erf Size,3499000
1726,Bridgetown,2.0,4.0,1.0,,RE/MAX Impact,1250000
1727,Claremont,3.0,5.0,3.0,445,Law24,2750000
1728,Fresnaye,2.0,4.0,2.0,646,Seeff Sea Point - Sales,9500000
1729,Woodstock,2.0,3.0,,143,Tyson Properties Atlantic Seaboard,3395000
1730,Constantia,7.0,5.0,5.0,9938,Keller Williams Eden,42000000
1731,Claremont Upper,1.0,2.0,2.0,,Eazi Real Estate,3100000
1732,Constantia,5.0,5.0,16.0,4836,Seeff Southern Suburbs,17800000
1733,Constantia,9.0,9.0,10.0,2551,"RE/MAX, Premier - Claremont",15995000
1734,Pinelands,3.0,4.0,3.0,902,Seeff Pinelands,4395000
1735,Camps Bay,3.0,4.0,3.0,925,Pam Golding Properties - Camps Bay,11500000
1736,Salt River,1.0,2.0,2.0,141,Tyson Properties Atlantic Seaboard,2200000
1737,Retreat,2.0,5.0,5.0,491,Property.CoZa - Southern Peninsula,1850000
1738,Claremont Upper,1.0,2.0,2.0,,Eazi Real Estate,3100000
1739,Rylands,1.5,3.0,12.0,496,RE/MAX Elite,2090000
1740,Bo Kaap,1.0,2.0,,,"Just Property, City Bowl",2500000
1741,Bakoven,3.0,3.0,2.0,289,Seeff Camps Bay - Sales,23000000
1742,Bo Kaap,2.0,3.0,,360,Erf Size,6495000
1743,Woodstock,1.0,2.0,1.0,,Olive Properties,1395000
1744,Rondebosch,3.0,4.0,2.0,496,Seeff Southern Suburbs,4300000
1745,Lakeside,3.0,4.0,3.0,335,Tyson Properties Southern Suburbs,2595000
1746,Wynberg Upper,4.0,5.0,2.0,436,Tyson Properties Southern Suburbs,5950000
1747,Athlone,2.0,3.0,6.0,660,ERA Northern Suburbs,2999000
1748,Constantia,6.0,6.0,8.0,9490,Rawson Properties Rawson Auctions Western Cape,POA
1749,Marina Da Gama,2.0,3.0,1.0,592,Keller Williams Explore Properties,2200000
1750,St James,3.0,4.0,1.0,665,Engel & Volkers False Bay,9950000
1751,Fresnaye,5.0,5.0,3.0,979,Pam Golding Properties - Atlantic Seaboard,31000000
1752,Sea Point,5.0,5.0,3.0,372,Erf Size,6495000
1753,Kenilworth Upper,4.0,4.0,4.0,1408,Knight Frank,7500000
1754,Crawford,8.0,10.0,4.0,991,Rawson Properties Claremont,5500000
1755,Constantia,3.5,4.0,3.0,1295,Sotheby's International Realty - Tokai,12950000
1756,Sea Point,2.0,3.0,2.0,363,Seeff Sea Point - Sales,8795000
1757,Camps Bay,5.0,4.0,2.0,,Seeff Camps Bay - Sales,24995000
1758,Claremont,3.0,4.0,4.0,709,Averil Brink Properties,6299000
1759,Lakeside,3.0,4.0,3.0,335,Tyson Properties Southern Suburbs,2595000
1760,Constantia,4.0,3.0,2.0,659,Sotheby's International Realty - Tokai,11520000
1761,Rondebosch,3.0,4.0,6.0,991,Link Property People,8900000
1762,Muizenberg,2.0,3.0,,149,Engel & Volkers False Bay,2430000
1763,Grassy Park,4.0,6.0,2.0,,RE/MAX Impact,2490000
1764,Llandudno,5.0,5.0,4.0,1095,Atteridge Real Estate,27500000
1765,Kenilworth Upper,2.0,3.0,2.0,529,Knight Frank,4950000
1766,Constantia,2.0,3.0,,1349,Rawson Properties Constantia,6500000
1767,Stonehurst Mountain Estate,3.5,3.0,4.0,291,Seeff False Bay - Muizenberg,5900000
1768,Lakeside,2.0,3.0,3.0,298,"RE/MAX, Premier - Claremont",2350000
1769,Constantia,3.5,5.0,8.0,1676,Blue Chip Properties,5495000
1770,Pinelands,2.0,4.0,3.0,729,Seeff Pinelands,3350000
1771,Green Point,2.0,3.0,1.0,258,Tyson Properties Atlantic Seaboard,6250000
1772,Vredehoek,1.0,3.0,,148,RE/MAX Living,3800000
1773,Stonehurst Mountain Estate,3.5,3.0,4.0,291,Seeff False Bay - Muizenberg,5900000
1774,Stonehurst Mountain Estate,3.5,4.0,6.0,1552,Seeff False Bay - Muizenberg,11950000
1775,Sea Point,2.0,3.0,1.0,310,Seeff Sea Point - Sales,5499500
1776,Newlands,2.5,4.0,2.0,791,Tyson Properties Southern Suburbs,6995000
1777,Llandudno,3.0,4.0,3.0,768,Atteridge Real Estate,26500000
1778,Higgovale,3.0,4.0,2.0,522,RE/MAX Living,7999000
1779,Maitland,1.5,3.0,1.0,412,Meggar Property Brokers,1950000
1780,Athlone,2.0,4.0,1.0,496,Theron Property Group,1999000
1781,Diep River,1.0,2.0,2.0,197,Evolution Properties,1695000
